w1	w2	w3	w4	l4	r4
abmho	crews	fldxt	gunky	abcdefghklmnorstuwxy	ijpqvz
abmho	crews	fldxt	jingu	abcdefghijlmnorstuwx	kpqvyz
abmho	crews	fldxt	junky	abcdefhjklmnorstuwxy	gipqvz
abmho	crews	fldxt	quink	abcdefhiklmnoqrstuwx	gjpvyz
abmho	crews	fldxt	unzip	abcdefhilmnoprstuwxz	gjkqvy
abmho	crews	fldxt	vying	abcdefghilmnorstvwxy	jkpquz
abmho	crews	fldxt	zingy	abcdefghilmnorstwxyz	jkpquv
abmho	crink	fldxt	gyves	abcdefghiklmnorstvxy	jpquwz
abmho	crink	fldxt	squeg	abcdefghiklmnoqrstux	jpvwyz
abmho	crips	fldxt	kevyn	abcdefhiklmnoprstvxy	gjquwz
abmho	crunk	fldxt	gyves	abcdefghklmnorstuvxy	ijpqwz
abmho	crunk	fldxt	jives	abcdefhijklmnorstuvx	gpqwyz
abmho	crypt	fjeld	zings	abcdefghijlmnoprstyz	kquvwx
abmho	expdt	flick	wrung	abcdefghiklmnoprtuwx	jqsvyz
abmho	expdt	fucks	wring	abcdefghikmnoprstuwx	jlqvyz
abmho	exptl	fucks	windz	abcdefhiklmnopstuwxz	gjqrvy
abmho	exptl	fucks	wring	abcefghiklmnoprstuwx	djqvyz
abmho	exptl	gucks	windz	abcdeghiklmnopstuwxz	fjqrvy
abmho	fjeld	kvint	sprug	abdefghijklmnoprstuv	cqwxyz
abmho	fjeld	pucks	vingt	abcdefghijklmnopstuv	qrwxyz
abmho	fjeld	supvr	twick	abcdefhijklmoprstuvw	gnqxyz
abmho	fldxt	cuing	jerks	abcdefghijklmnorstux	pqvwyz
abmho	fldxt	curve	zings	abcdefghilmnorstuvxz	jkpqwy
abmho	fldxt	curvy	jinks	abcdfhijklmnorstuvxy	egpqwz
abmho	fldxt	curvy	pings	abcdfghilmnoprstuvxy	ejkqwz
abmho	fldxt	curvy	swing	abcdfghilmnorstuvwxy	ejkpqz
abmho	fldxt	curvy	swink	abcdfhiklmnorstuvwxy	egjpqz
abmho	fldxt	curvy	zings	abcdfghilmnorstuvxyz	ejkpqw
abmho	fldxt	cypre	zings	abcdefghilmnoprstxyz	jkquvw
abmho	fldxt	eking	supvr	abdefghiklmnoprstuvx	cjqwyz
abmho	fldxt	ewing	supvr	abdefghilmnoprstuvwx	cjkqyz
abmho	fldxt	gecks	privy	abcdefghiklmoprstvxy	jnquwz
abmho	fldxt	gecks	unzip	abcdefghiklmnopstuxz	jqrvwy
abmho	fldxt	genys	wrick	abcdefghiklmnorstwxy	jpquvz
abmho	fldxt	ginks	jewry	abdefghijklmnorstwxy	cpquvz
abmho	fldxt	ginks	wyver	abdefghiklmnorstvwxy	cjpquz
abmho	fldxt	gipsy	wreck	abcdefghiklmoprstwxy	jnquvz
abmho	fldxt	given	pucks	abcdefghiklmnopstuvx	jqrwyz
abmho	fldxt	giver	junks	abdefghijklmnorstuvx	cpqwyz
abmho	fldxt	giver	pucks	abcdefghiklmoprstuvx	jnqwyz
abmho	fldxt	grype	jinks	abdefghijklmnoprstxy	cquvwz
abmho	fldxt	grype	junks	abdefghjklmnoprstuxy	ciqvwz
abmho	fldxt	gucks	jewry	abcdefghjklmorstuwxy	inpqvz
abmho	fldxt	gucks	privy	abcdfghiklmoprstuvxy	ejnqwz
abmho	fldxt	gucks	vinew	abcdefghiklmnostuvwx	jpqryz
abmho	fldxt	gucks	winze	abcdefghiklmnostuwxz	jpqrvy
abmho	fldxt	gucks	wiver	abcdefghiklmorstuvwx	jnpqyz
abmho	fldxt	gucks	wyver	abcdefghklmorstuvwxy	ijnpqz
abmho	fldxt	gunks	jewry	abdefghjklmnorstuwxy	cipqvz
abmho	fldxt	gunks	privy	abdfghiklmnoprstuvxy	cejqwz
abmho	fldxt	gunks	prize	abdefghiklmnoprstuxz	cjqvwy
abmho	fldxt	gunks	wiver	abdefghiklmnorstuvwx	cjpqyz
abmho	fldxt	gunks	wyver	abdefghklmnorstuvwxy	cijpqz
abmho	fldxt	gynic	jerks	abcdefghijklmnorstxy	pquvwz
abmho	fldxt	gyric	junks	abcdfghijklmnorstuxy	epqvwz
abmho	fldxt	gyves	wrick	abcdefghiklmorstvwxy	jnpquz
abmho	fldxt	jerks	unwig	abdefghijklmnorstuwx	cpqvyz
abmho	fldxt	jerks	vying	abdefghijklmnorstvxy	cpquwz
abmho	fldxt	jerks	zincy	abcdefhijklmnorstxyz	gpquvw
abmho	fldxt	jerks	zingy	abdefghijklmnorstxyz	cpquvw
abmho	fldxt	jewry	nicks	abcdefhijklmnorstwxy	gpquvz
abmho	fldxt	jewry	picks	abcdefhijklmoprstwxy	gnquvz
abmho	fldxt	jewry	pings	abdefghijlmnoprstwxy	ckquvz
abmho	fldxt	jewry	pinks	abdefhijklmnoprstwxy	cgquvz
abmho	fldxt	jewry	pucks	abcdefhjklmoprstuwxy	ginqvz
abmho	fldxt	jewry	pungs	abdefghjlmnoprstuwxy	cikqvz
abmho	fldxt	jewry	punks	abdefhjklmnoprstuwxy	cgiqvz
abmho	fldxt	jewry	zincs	abcdefhijlmnorstwxyz	gkpquv
abmho	fldxt	jewry	zings	abdefghijlmnorstwxyz	ckpquv
abmho	fldxt	jingu	pecks	abcdefghijklmnopstux	qrvwyz
abmho	fldxt	jingu	wreck	abcdefghijklmnortuwx	pqsvyz
abmho	fldxt	jinks	wyver	abdefhijklmnorstvwxy	cgpquz
abmho	fldxt	jives	wrung	abdefghijlmnorstuvwx	ckpqyz
abmho	fldxt	juger	picks	abcdefghijklmoprstux	nqvwyz
abmho	fldxt	juger	swick	abcdefghijklmorstuwx	npqvyz
abmho	fldxt	juger	zincs	abcdefghijlmnorstuxz	kpqvwy
abmho	fldxt	junks	privy	abdfhijklmnoprstuvxy	cegqwz
abmho	fldxt	junks	wiper	abdefhijklmnoprstuwx	cgqvyz
abmho	fldxt	junks	wiver	abdefhijklmnorstuvwx	cgpqyz
abmho	fldxt	junks	wyver	abdefhjklmnorstuvwxy	cgipqz
abmho	fldxt	jupes	wrick	abcdefhijklmoprstuwx	gnqvyz
abmho	fldxt	kevyn	sprug	abdefghklmnoprstuvxy	cijqwz
abmho	fldxt	knezi	supvr	abdefhiklmnoprstuvxz	cgjqwy
abmho	fldxt	kreng	quips	abdefghiklmnopqrstux	cjvwyz
abmho	fldxt	kreng	squiz	abdefghiklmnoqrstuxz	cjpvwy
abmho	fldxt	nervy	pucks	abcdefhklmnoprstuvxy	gijqwz
abmho	fldxt	nervy	swick	abcdefhiklmnorstvwxy	gjpquz
abmho	fldxt	pecks	vying	abcdefghiklmnopstvxy	jqruwz
abmho	fldxt	pecks	wingy	abcdefghiklmnopstwxy	jqruvz
abmho	fldxt	pecks	wring	abcdefghiklmnoprstwx	jquvyz
abmho	fldxt	pecks	wrung	abcdefghklmnoprstuwx	ijqvyz
abmho	fldxt	pecks	zingy	abcdefghiklmnopstxyz	jqruvw
abmho	fldxt	pecky	swung	abcdefghklmnopstuwxy	ijqrvz
abmho	fldxt	pecky	wring	abcdefghiklmnoprtwxy	jqsuvz
abmho	fldxt	pecky	wrung	abcdefghklmnoprtuwxy	ijqsvz
abmho	fldxt	picks	wrung	abcdfghiklmnoprstuwx	ejqvyz
abmho	fldxt	picks	wyver	abcdefhiklmoprstvwxy	gjnquz
abmho	fldxt	picky	swung	abcdfghiklmnopstuwxy	ejqrvz
abmho	fldxt	picky	wrung	abcdfghiklmnoprtuwxy	ejqsvz
abmho	fldxt	pings	wyver	abdefghilmnoprstvwxy	cjkquz
abmho	fldxt	pinks	wyver	abdefhiklmnoprstvwxy	cgjquz
abmho	fldxt	pisky	wrung	abdfghiklmnoprstuwxy	cejqvz
abmho	fldxt	prick	squeg	abcdefghiklmopqrstux	jnvwyz
abmho	fldxt	privy	swung	abdfghilmnoprstuvwxy	cejkqz
abmho	fldxt	pucks	vying	abcdfghiklmnopstuvxy	ejqrwz
abmho	fldxt	pucks	wyver	abcdefhklmoprstuvwxy	gijnqz
abmho	fldxt	pucks	zingy	abcdfghiklmnopstuxyz	ejqrvw
abmho	fldxt	pungs	wyver	abdefghlmnoprstuvwxy	cijkqz
abmho	fldxt	punks	wiver	abdefhiklmnoprstuvwx	cgjqyz
abmho	fldxt	punks	wyver	abdefhklmnoprstuvwxy	cgijqz
abmho	fldxt	quick	sprew	abcdefhiklmopqrstuwx	gjnvyz
abmho	fldxt	skivy	wrung	abdfghiklmnorstuvwxy	cejpqz
abmho	fldxt	snuck	wyver	abcdefhklmnorstuvwxy	gijpqz
abmho	fldxt	sprew	zincy	abcdefhilmnoprstwxyz	gjkquv
abmho	fldxt	sprew	zingy	abdefghilmnoprstwxyz	cjkquv
abmho	fldxt	sprew	zinky	abdefhiklmnoprstwxyz	cgjquv
abmho	fldxt	sprug	wicky	abcdfghiklmoprstuwxy	ejnqvz
abmho	fldxt	sprug	zinky	abdfghiklmnoprstuxyz	cejqvw
abmho	fldxt	squeg	wrick	abcdefghiklmoqrstuwx	jnpvyz
abmho	fldxt	squiz	wreck	abcdefhiklmoqrstuwxz	gjnpvy
abmho	fldxt	supvr	wicky	abcdfhiklmoprstuvwxy	egjnqz
abmho	fldxt	supvr	winze	abdefhilmnoprstuvwxz	cgjkqy
abmho	fldxt	supvr	zincy	abcdfhilmnoprstuvxyz	egjkqw
abmho	fldxt	supvr	zingy	abdfghilmnoprstuvxyz	cejkqw
abmho	fldxt	supvr	zinky	abdfhiklmnoprstuvxyz	cegjqw
abmho	fldxt	swung	vicky	abcdfghiklmnostuvwxy	ejpqrz
abmho	fldxt	unzip	wreck	abcdefhiklmnoprtuwxz	gjqsvy
abmho	fldxt	vicky	wrung	abcdfghiklmnortuvwxy	ejpqsz
abmho	fldxt	vying	wreck	abcdefghiklmnortvwxy	jpqsuz
abmho	fldxt	wreck	zings	abcdefghiklmnorstwxz	jpquvy
abmho	fldxt	wreck	zingy	abcdefghiklmnortwxyz	jpqsuv
abmho	fldxt	wyver	zincs	abcdefhilmnorstvwxyz	gjkpqu
abmho	fldxt	wyver	zings	abdefghilmnorstvwxyz	cjkpqu
abmho	fleck	supvr	windz	abcdefhiklmnoprsuvwz	gjqtxy
abmho	jufts	pleck	windz	abcdefhijklmnopstuwz	gqrvxy
abner	chivw	fldxt	jougs	abcdefghijlnorstuvwx	kmpqyz
abner	chivw	fldxt	jouks	abcdefhijklnorstuvwx	gmpqyz
abner	chivw	fldxt	jumps	abcdefhijlmnprstuvwx	gkoqyz
abner	chivw	fldxt	jumpy	abcdefhijlmnprtuvwxy	gkoqsz
abner	chivw	fldxt	kumys	abcdefhiklmnrstuvwxy	gjopqz
abner	chivw	fldxt	myops	abcdefhilmnoprstvwxy	gjkquz
abner	chivw	fldxt	spoky	abcdefhiklnoprstvwxy	gjmquz
abner	chivw	fldxt	spumy	abcdefhilmnprstuvwxy	gjkoqz
abner	chomp	fldxt	squiz	abcdefhilmnopqrstuxz	gjkvwy
abner	chowk	fldxt	jimpy	abcdefhijklmnoprtwxy	gqsuvz
abner	chowk	fldxt	jumps	abcdefhjklmnoprstuwx	giqvyz
abner	chowk	fldxt	jumpy	abcdefhjklmnoprtuwxy	giqsvz
abner	chowk	fldxt	quips	abcdefhiklnopqrstuwx	gjmvyz
abner	chowk	fldxt	squiz	abcdefhiklnoqrstuwxz	gjmpvy
abner	chows	fldxt	jimpy	abcdefhijlmnoprstwxy	gkquvz
abner	chugs	fldxt	jimpy	abcdefghijlmnprstuxy	koqvwz
abner	chugs	fldxt	jowpy	abcdefghjlnoprstuwxy	ikmqvz
abner	chump	fldxt	skivy	abcdefhiklmnprstuvxy	gjoqwz
abner	chump	fldxt	skiwy	abcdefhiklmnprstuwxy	gjoqvz
abner	fldxt	chivy	gowks	abcdefghiklnorstvwxy	jmpquz
abner	fldxt	chivy	jumps	abcdefhijlmnprstuvxy	gkoqwz
abner	fldxt	gimpy	jocks	abcdefgijklmnoprstxy	hquvwz
abner	fldxt	gizmo	pucks	abcdefgiklmnoprstuxz	hjqvwy
abner	fldxt	gowks	jimpy	abdefgijklmnoprstwxy	chquvz
abner	fldxt	gowks	jumpy	abdefgjklmnoprstuwxy	chiqvz
abner	fldxt	gowks	zymic	abcdefgiklmnorstwxyz	hjpquv
abner	fldxt	gucki	qophs	abcdefghiklnopqrstux	jmvwyz
abner	fldxt	gucks	jimpy	abcdefgijklmnprstuxy	hoqvwz
abner	fldxt	gucks	jowpy	abcdefgjklnoprstuwxy	himqvz
abner	fldxt	hicks	jowpy	abcdefhijklnoprstwxy	gmquvz
abner	fldxt	hicks	jumpy	abcdefhijklmnprstuxy	goqvwz
abner	fldxt	hucks	jowpy	abcdefhjklnoprstuwxy	gimqvz
abner	fldxt	jimpy	vughs	abdefghijlmnprstuvxy	ckoqwz
abner	fldxt	jough	swick	abcdefghijklnorstuwx	mpqvyz
abner	fldxt	jowpy	micks	abcdefijklmnoprstwxy	ghquvz
abner	fldxt	jowpy	mucks	abcdefjklmnoprstuwxy	ghiqvz
abner	fldxt	jowpy	schiz	abcdefhijlnoprstwxyz	gkmquv
abner	fldxt	jowpy	vughs	abdefghjlnoprstuvwxy	cikmqz
abner	fldxt	jumps	vicky	abcdefijklmnprstuvxy	ghoqwz
abner	fldxt	jumps	whick	abcdefhijklmnprstuwx	goqvyz
abner	fldxt	jumps	wicky	abcdefijklmnprstuwxy	ghoqvz
abner	fldxt	jumpy	schiz	abcdefhijlmnprstuxyz	gkoqvw
abner	fldxt	jumpy	whick	abcdefhijklmnprtuwxy	goqsvz
abner	fldxt	jumpy	whigs	abdefghijlmnprstuwxy	ckoqvz
abner	fldxt	jumpy	whisk	abdefhijklmnprstuwxy	cgoqvz
abner	fldxt	micky	qophs	abcdefhiklmnopqrstxy	gjuvwz
abner	fldxt	micky	vughs	abcdefghiklmnrstuvxy	jopqwz
abner	fldxt	mowch	quips	abcdefhilmnopqrstuwx	gjkvyz
abner	fldxt	mowch	squiz	abcdefhilmnoqrstuwxz	gjkpvy
abner	fldxt	mucky	qophs	abcdefhklmnopqrstuxy	gijvwz
abner	fldxt	mucky	whigs	abcdefghiklmnrstuwxy	jopqvz
abner	fldxt	mujik	qophs	abdefhijklmnopqrstux	cgvwyz
abner	fldxt	picky	vughs	abcdefghiklnprstuvxy	jmoqwz
abner	fldxt	pocky	vughs	abcdefghklnoprstuvxy	ijmqwz
abner	fldxt	qophs	vicky	abcdefhiklnopqrstvxy	gjmuwz
abner	fldxt	qophs	wicky	abcdefhiklnopqrstwxy	gjmuvz
abner	fldxt	qophs	zymic	abcdefhilmnopqrstxyz	gjkuvw
abner	fldxt	quick	whomp	abcdefhiklmnopqrtuwx	gjsvyz
abner	fldxt	scovy	whump	abcdefhlmnoprstuvwxy	gijkqz
abner	fldxt	skivy	whump	abdefhiklmnprstuvwxy	cgjoqz
abner	fldxt	squiz	whomp	abdefhilmnopqrstuwxz	cgjkvy
abner	fldxt	vicky	whomp	abcdefhiklmnoprtvwxy	gjqsuz
abner	fldxt	vicky	whump	abcdefhiklmnprtuvwxy	gjoqsz
abner	fldxt	vughs	wicky	abcdefghiklnrstuvwxy	jmopqz
abner	fldxt	vughs	zymic	abcdefghilmnrstuvxyz	jkopqw
abnet	chivw	fjord	glump	abcdefghijlmnoprtuvw	kqsxyz
abnet	fcomp	hdqrs	gulix	abcdefghilmnopqrstux	jkvwyz
abnet	fjord	glick	whump	abcdefghijklmnoprtuw	qsvxyz
abnet	fjord	glyph	swick	abcdefghijklnoprstwy	mquvxz
abnet	flick	hdqrs	jowpy	abcdefhijklnopqrstwy	gmuvxz
abnet	flick	hdqrs	jumpy	abcdefhijklmnpqrstuy	govwxz
abnet	flock	hdqrs	gimpy	abcdefghiklmnopqrsty	juvwxz
abnet	flock	hdqrs	jimpy	abcdefhijklmnopqrsty	guvwxz
abnet	flowk	hdqrs	gimpy	abdefghiklmnopqrstwy	cjuvxz
abnet	flowk	hdqrs	jimpy	abdefhijklmnopqrstwy	cguvxz
abnet	flowk	hdqrs	jumpy	abdefhjklmnopqrstuwy	cgivxz
abnet	flowk	hdqrs	zymic	abcdefhiklmnoqrstwyz	gjpuvx
abnet	flump	hdqrs	vicky	abcdefhiklmnpqrstuvy	gjowxz
abnet	flump	hdqrs	wicky	abcdefhiklmnpqrstuwy	gjovxz
abnet	fucks	glyph	mordv	abcdefghklmnoprstuvy	ijqwxz
abnet	glick	hdqrs	jowpy	abcdeghijklnopqrstwy	fmuvxz
abnet	glick	hdqrs	jumpy	abcdeghijklmnpqrstuy	fovwxz
abnet	gluck	hdqrs	jowpy	abcdeghjklnopqrstuwy	fimvxz
abnet	glump	hdqrs	vicky	abcdeghiklmnpqrstuvy	fjowxz
abnet	glump	hdqrs	wicky	abcdeghiklmnpqrstuwy	fjovxz
abnet	hdqrs	gizmo	pluck	abcdeghiklmnopqrstuz	fjvwxy
abody	crwth	flegm	jinks	abcdefghijklmnorstwy	pquvxz
abody	crwth	flegm	junks	abcdefghjklmnorstuwy	ipqvxz
abody	crwth	fling	jumps	abcdfghijlmnoprstuwy	ekqvxz
abord	chivw	exptl	junks	abcdehijklnoprstuvwx	fgmqyz
abord	chivw	glump	syftn	abcdfghilmnoprstuvwy	ejkqxz
abord	chump	kvint	seqwl	abcdehiklmnopqrstuvw	fgjxyz
abord	chump	seqwl	vingt	abcdeghilmnopqrstuvw	fjkxyz
abord	glick	muntz	sphex	abcdeghiklmnoprstuxz	fjqvwy
abord	jumps	vingt	whelk	abdeghijklmnoprstuvw	cfqxyz
abort	chivw	flegm	junks	abcefghijklmnorstuvw	dpqxyz
abort	fucks	glyph	windz	abcdfghiklnoprstuwyz	ejmqvx
above	fldxt	chimp	junks	abcdefhijklmnopstuvx	gqrwyz
above	fldxt	chimp	wrung	abcdefghilmnoprtuvwx	jkqsyz
above	fldxt	ching	jumps	abcdefghijlmnopstuvx	kqrwyz
above	fldxt	chink	grump	abcdefghiklmnoprtuvx	jqswyz
above	fldxt	chirk	jumps	abcdefhijklmoprstuvx	gnqwyz
above	fldxt	chirp	junks	abcdefhijklnoprstuvx	gmqwyz
above	fldxt	chump	zings	abcdefghilmnopstuvxz	jkqrwy
above	fldxt	crimp	gunks	abcdefgiklmnoprstuvx	hjqwyz
above	fldxt	crimp	junks	abcdefijklmnoprstuvx	ghqwyz
above	fldxt	crimp	swung	abcdefgilmnoprstuvwx	hjkqyz
above	fldxt	crink	whump	abcdefhiklmnoprtuvwx	gjqsyz
above	fldxt	crump	swink	abcdefiklmnoprstuvwx	ghjqyz
above	fldxt	crump	zings	abcdefgilmnoprstuvxz	hjkqwy
above	fldxt	ginks	whump	abdefghiklmnopstuvwx	cjqryz
above	fldxt	grimp	junks	abdefgijklmnoprstuvx	chqwyz
above	fldxt	grimp	synch	abcdefghilmnoprstvxy	jkquwz
above	fldxt	griph	junks	abdefghijklnoprstuvx	cmqwyz
above	fldxt	grump	schiz	abcdefghilmoprstuvxz	jknqwy
above	fldxt	grump	swick	abcdefgiklmoprstuvwx	hjnqyz
above	fldxt	grump	swink	abdefgiklmnoprstuvwx	chjqyz
above	fldxt	grump	synch	abcdefghlmnoprstuvxy	ijkqwz
above	fldxt	grump	whick	abcdefghiklmoprtuvwx	jnqsyz
above	fldxt	grump	whisk	abdefghiklmoprstuvwx	cjnqyz
above	fldxt	gryph	jinks	abdefghijklnoprstvxy	cmquwz
above	fldxt	gryph	junks	abdefghjklnoprstuvxy	cimqwz
above	fldxt	gryph	mucks	abcdefghklmoprstuvxy	ijnqwz
above	fldxt	gryph	swick	abcdefghikloprstvwxy	jmnquz
above	fldxt	gryph	swink	abdefghiklnoprstvwxy	cjmquz
above	fldxt	gryph	zincs	abcdefghilnoprstvxyz	jkmquw
above	fldxt	gucks	nymph	abcdefghklmnopstuvxy	ijqrwz
above	fldxt	jinks	whump	abdefhijklmnopstuvwx	cgqryz
above	fldxt	jumps	whick	abcdefhijklmopstuvwx	gnqryz
above	fldxt	jumps	whing	abdefghijlmnopstuvwx	ckqryz
above	fldxt	jumps	winch	abcdefhijlmnopstuvwx	gkqryz
above	fldxt	jumps	wrick	abcdefijklmoprstuvwx	ghnqyz
above	fldxt	jumps	wring	abdefgijlmnoprstuvwx	chkqyz
above	fldxt	micks	wrung	abcdefgiklmnorstuvwx	hjpqyz
above	fldxt	murph	zincs	abcdefhilmnoprstuvxz	gjkqwy
above	fldxt	murph	zings	abdefghilmnoprstuvxz	cjkqwy
above	fldxt	nymph	swick	abcdefhiklmnopstvwxy	gjqruz
above	fldxt	picks	wrung	abcdefgiklnoprstuvwx	hjmqyz
above	fldxt	psych	wring	abcdefghilnoprstvwxy	jkmquz
above	fldxt	psych	wrung	abcdefghlnoprstuvwxy	ijkmqz
above	fldxt	pucks	whing	abcdefghiklnopstuvwx	jmqryz
above	fldxt	schiz	wrung	abcdefghilnorstuvwxz	jkmpqy
above	fldxt	sprug	whick	abcdefghikloprstuvwx	jmnqyz
above	fldxt	whump	zincs	abcdefhilmnopstuvwxz	gjkqry
above	fldxt	whump	zings	abdefghilmnopstuvwxz	cjkqry
above	hdqrs	flump	twick	abcdefhiklmopqrstuvw	gjnxyz
above	hdqrs	flump	twink	abdefhiklmnopqrstuvw	cgjxyz
above	hdqrs	flung	twick	abcdefghiklnoqrstuvw	jmpxyz
above	hdqrs	glump	twick	abcdeghiklmopqrstuvw	fjnxyz
above	hdqrs	glump	twink	abdeghiklmnopqrstuvw	cfjxyz
abret	fcomp	vughs	windz	abcdefghimnoprstuvwz	jklqxy
abret	fucks	lymph	windz	abcdefhiklmnprstuwyz	gjoqvx
abret	gluck	qophs	windz	abcdeghiklnopqrstuwz	fjmvxy
abret	gulph	jocks	windz	abcdeghijklnoprstuwz	fmqvxy
abret	jocks	lymph	windz	abcdehijklmnoprstwyz	fgquvx
abrim	cheng	fldxt	jowpy	abcdefghijlmnoprtwxy	kqsuvz
abrim	chews	fldxt	junky	abcdefhijklmnrstuwxy	gopqvz
abrim	chows	fldxt	junky	abcdfhijklmnorstuwxy	egpqvz
abrim	chugs	fldxt	jowpy	abcdfghijlmoprstuwxy	eknqvz
abrim	chugs	fldxt	vejoz	abcdefghijlmorstuvxz	knpqwy
abrim	chung	expdt	jowls	abcdeghijlmnoprstuwx	fkqvyz
abrim	chung	fldxt	jowpy	abcdfghijlmnoprtuwxy	ekqsvz
abrim	chung	fldxt	kopje	abcdefghijklmnoprtux	qsvwyz
abrim	chung	fldxt	vejoz	abcdefghijlmnortuvxz	kpqswy
abrim	chunk	fldxt	jowpy	abcdfhijklmnoprtuwxy	egqsvz
abrim	chunk	fldxt	vejoz	abcdefhijklmnortuvxz	gpqswy
abrim	expdt	flung	jocks	abcdefgijklmnoprstux	hqvwyz
abrim	expdt	gconv	whulk	abcdeghiklmnoprtuvwx	fjqsyz
abrim	expdt	gluck	johns	abcdeghijklmnoprstux	fqvwyz
abrim	exptl	jocks	nudzh	abcdehijklmnoprstuxz	fgqvwy
abrim	fconv	klutz	sphex	abcefhiklmnoprstuvxz	dgjqwy
abrim	fldxt	chevy	junks	abcdefhijklmnrstuvxy	gopqwz
abrim	fldxt	chevy	pungs	abcdefghilmnprstuvxy	jkoqwz
abrim	fldxt	chevy	swung	abcdefghilmnrstuvwxy	jkopqz
abrim	fldxt	gconv	jehup	abcdefghijlmnoprtuvx	kqswyz
abrim	fldxt	gconv	jehus	abcdefghijlmnorstuvx	kpqwyz
abrim	fldxt	gconv	jukes	abcdefgijklmnorstuvx	hpqwyz
abrim	fldxt	gconv	jupes	abcdefgijlmnoprstuvx	hkqwyz
abrim	fldxt	gconv	pesky	abcdefgiklmnoprstvxy	hjquwz
abrim	fldxt	gconv	skewy	abcdefgiklmnorstvwxy	hjpquz
abrim	fldxt	gconv	spewy	abcdefgilmnoprstvwxy	hjkquz
abrim	fldxt	gecks	jowpy	abcdefgijklmoprstwxy	hnquvz
abrim	fldxt	gecks	powny	abcdefgiklmnoprstwxy	hjquvz
abrim	fldxt	gowks	jehup	abdefghijklmoprstuwx	cnqvyz
abrim	fldxt	gucks	jowpy	abcdfgijklmoprstuwxy	ehnqvz
abrim	fldxt	gucks	powny	abcdfgiklmnoprstuwxy	ehjqvz
abrim	fldxt	gucks	vejoz	abcdefgijklmorstuvxz	hnpqwy
abrim	fldxt	gunks	jowpy	abdfgijklmnoprstuwxy	cehqvz
abrim	fldxt	gunks	vejoz	abdefgijklmnorstuvxz	chpqwy
abrim	fldxt	gunky	qophs	abdfghiklmnopqrstuxy	cejvwz
abrim	fldxt	hucks	vejoz	abcdefhijklmorstuvxz	gnpqwy
abrim	fldxt	hunks	vejoz	abdefhijklmnorstuvxz	cgpqwy
abrim	fldxt	jocks	pungy	abcdfgijklmnoprstuxy	ehqvwz
abrim	fldxt	jocks	quegh	abcdefghijklmoqrstux	npvwyz
abrim	fldxt	jowpy	snuck	abcdfijklmnoprstuwxy	eghqvz
abrim	fldxt	jowpy	vughs	abdfghijlmoprstuvwxy	ceknqz
abrim	fldxt	junky	qophs	abdfhijklmnopqrstuxy	cegvwz
abrim	fldxt	kevyn	qophs	abdefhiklmnopqrstvxy	cgjuwz
abrim	fldxt	knows	quegh	abdefghiklmnoqrstuwx	cjpvyz
abrim	fldxt	kopje	swung	abdefgijklmnoprstuwx	chqvyz
abrim	fldxt	kopje	vughs	abdefghijklmoprstuvx	cnqwyz
abrim	fldxt	nowch	squeg	abcdefghilmnoqrstuwx	jkpvyz
abrim	fldxt	pecks	zygon	abcdefgiklmnoprstxyz	hjquvw
abrim	fldxt	pecky	swung	abcdefgiklmnprstuwxy	hjoqvz
abrim	fldxt	pecky	vughs	abcdefghiklmprstuvxy	jnoqwz
abrim	fldxt	psych	vejoz	abcdefhijlmoprstvxyz	gknquw
abrim	fldxt	pucks	vejoz	abcdefijklmoprstuvxz	ghnqwy
abrim	fldxt	pucks	zygon	abcdfgiklmnoprstuxyz	ehjqvw
abrim	fldxt	punch	vejoz	abcdefhijlmnoprtuvxz	gkqswy
abrim	fldxt	pungs	vejoz	abdefgijlmnoprstuvxz	chkqwy
abrim	fldxt	punks	vejoz	abdefijklmnoprstuvxz	cghqwy
abrim	fldxt	snuck	vejoz	abcdefijklmnorstuvxz	ghpqwy
abrim	fldxt	swung	vejoz	abdefgijlmnorstuvwxz	chkpqy
abrim	fldxt	synch	vejoz	abcdefhijlmnorstvxyz	gkpquw
abrim	fultz	gconv	sphex	abcefghilmnoprstuvxz	djkqwy
abrim	gconv	klutz	sphex	abceghiklmnoprstuvxz	dfjqwy
abrin	chews	fldxt	jumpy	abcdefhijlmnprstuwxy	gkoqvz
abrin	chowk	fldxt	jumps	abcdfhijklmnoprstuwx	egqvyz
abrin	chowk	fldxt	squeg	abcdefghiklnoqrstuwx	jmpvyz
abrin	chows	fldxt	jumpy	abcdfhijlmnoprstuwxy	egkqvz
abrin	chugs	fldxt	jowpy	abcdfghijlnoprstuwxy	ekmqvz
abrin	chugs	fldxt	vejoz	abcdefghijlnorstuvxz	kmpqwy
abrin	chums	fldxt	vejoz	abcdefhijlmnorstuvxz	gkpqwy
abrin	expdt	flowk	vughs	abdefghiklnoprstuvwx	cjmqyz
abrin	fldxt	gecks	jowpy	abcdefgijklnoprstwxy	hmquvz
abrin	fldxt	gecks	whump	abcdefghiklmnprstuwx	joqvyz
abrin	fldxt	gowks	jehup	abdefghijklnoprstuwx	cmqvyz
abrin	fldxt	gucks	jowpy	abcdfgijklnoprstuwxy	ehmqvz
abrin	fldxt	gucks	vejoz	abcdefgijklnorstuvxz	hmpqwy
abrin	fldxt	gyves	whump	abdefghilmnprstuvwxy	cjkoqz
abrin	fldxt	hucks	jowpy	abcdfhijklnoprstuwxy	egmqvz
